dbo,ACCOUNT,ROWID,int,NULL
dbo,ACCOUNT,ID,nvarchar,30
dbo,ACCOUNT,DESCRIPTION,nvarchar,120
dbo,ACCOUNT,TYPE,nchar,1
dbo,ACCOUNT,SUMMARY_ACCOUNT,nchar,1
dbo,ACCOUNT,PARENT_ACCT_ID,nvarchar,30
dbo,ACCOUNT,CURRENCY_ID,nvarchar,15
dbo,ACCOUNT,REVALUE,nchar,1
dbo,ACCOUNT,PROJECT_ACCOUNT,nchar,1
dbo,ACCOUNT,ACTIVE_FLAG,nchar,1
dbo,ACCOUNT,STATUS_EFF_DATE,datetime,NULL
dbo,ACCOUNT_AT_NATIVE,ROWID,int,NULL
dbo,ACCOUNT_AT_NATIVE,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_AT_NATIVE,SITE_ID,nvarchar,15
dbo,ACCOUNT_AT_NATIVE,ACCT_YEAR,decimal,NULL
dbo,ACCOUNT_AT_NATIVE,ACCT_PERIOD,decimal,NULL
dbo,ACCOUNT_AT_NATIVE,DEBIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_AT_NATIVE,CREDIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_AT_NATIVE,CURRENCY_ID,nvarchar,15
dbo,ACCOUNT_BAL_DIM,ROWID,int,NULL
dbo,ACCOUNT_BAL_DIM,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_BAL_DIM,SITE_ID,nvarchar,15
dbo,ACCOUNT_BAL_DIM,ACCT_YEAR,decimal,NULL
dbo,ACCOUNT_BAL_DIM,ACCT_PERIOD,decimal,NULL
dbo,ACCOUNT_BAL_DIM,CURRENCY_ID,nvarchar,15
dbo,ACCOUNT_BAL_DIM,USER_DIMENSION_1,nvarchar,15
dbo,ACCOUNT_BAL_DIM,USER_DIMENSION_2,nvarchar,15
dbo,ACCOUNT_BAL_DIM,CUST_ORDER_ID,nvarchar,15
dbo,ACCOUNT_BAL_DIM,PRODUCT_CODE,nvarchar,15
dbo,ACCOUNT_BAL_DIM,DEBIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BAL_DIM,CREDIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BAL_DIM,FLAG,int,NULL
dbo,ACCOUNT_BAL_DIM,CURR_BALANCE,decimal,NULL
dbo,ACCOUNT_BAL_SUM,ROWID,int,NULL
dbo,ACCOUNT_BAL_SUM,SPID,nvarchar,15
dbo,ACCOUNT_BAL_SUM,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_BAL_SUM,SITE_ID,nvarchar,15
dbo,ACCOUNT_BAL_SUM,ACCT_YEAR,decimal,NULL
dbo,ACCOUNT_BAL_SUM,ACCT_PERIOD,decimal,NULL
dbo,ACCOUNT_BAL_SUM,O_DEBIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BAL_SUM,O_CREDIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BAL_SUM,O_DEBIT_BUDGET,decimal,NULL
dbo,ACCOUNT_BAL_SUM,O_CREDIT_BUDGET,decimal,NULL
dbo,ACCOUNT_BAL_SUM,N_DEBIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BAL_SUM,N_CREDIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BAL_SUM,N_DEBIT_BUDGET,decimal,NULL
dbo,ACCOUNT_BAL_SUM,N_CREDIT_BUDGET,decimal,NULL
dbo,ACCOUNT_BAL_SUM,FLAG,int,NULL
dbo,ACCOUNT_BAL_SUM,CURRENCY_ID,nvarchar,15
dbo,ACCOUNT_BALANCE,ROWID,int,NULL
dbo,ACCOUNT_BALANCE,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_BALANCE,SITE_ID,nvarchar,15
dbo,ACCOUNT_BALANCE,ACCT_YEAR,decimal,NULL
dbo,ACCOUNT_BALANCE,ACCT_PERIOD,decimal,NULL
dbo,ACCOUNT_BALANCE,DEBIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BALANCE,CREDIT_AMOUNT,decimal,NULL
dbo,ACCOUNT_BALANCE,DEBIT_BUDGET,decimal,NULL
dbo,ACCOUNT_BALANCE,CREDIT_BUDGET,decimal,NULL
dbo,ACCOUNT_BALANCE,FLAG,int,NULL
dbo,ACCOUNT_BALANCE,CURRENCY_ID,nvarchar,15
dbo,ACCOUNT_BALANCE,CURR_BALANCE,decimal,NULL
dbo,ACCOUNT_BALANCE,SOA_BAL_SENT,nchar,1
dbo,ACCOUNT_BUDGET,ROWID,int,NULL
dbo,ACCOUNT_BUDGET,account_id,nvarchar,30
dbo,ACCOUNT_BUDGET,SITE_ID,nvarchar,15
dbo,ACCOUNT_BUDGET,acct_year,decimal,NULL
dbo,ACCOUNT_BUDGET,acct_period,decimal,NULL
dbo,ACCOUNT_BUDGET,budget_type,nvarchar,15
dbo,ACCOUNT_BUDGET,budget_code,nvarchar,15
dbo,ACCOUNT_BUDGET,currency_id,nvarchar,15
dbo,ACCOUNT_BUDGET,budget_dr_amount,decimal,NULL
dbo,ACCOUNT_BUDGET,budget_cr_amount,decimal,NULL
dbo,ACCOUNT_BUDGET,FLAG,int,NULL
dbo,ACCOUNT_BUDGET_SUM,ROWID,int,NULL
dbo,ACCOUNT_BUDGET_SUM,SPID,nvarchar,15
dbo,ACCOUNT_BUDGET_SUM,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_BUDGET_SUM,SITE_ID,nvarchar,15
dbo,ACCOUNT_BUDGET_SUM,ACCT_YEAR,decimal,NULL
dbo,ACCOUNT_BUDGET_SUM,ACCT_PERIOD,decimal,NULL
dbo,ACCOUNT_BUDGET_SUM,BUDGET_TYPE,nvarchar,15
dbo,ACCOUNT_BUDGET_SUM,BUDGET_CODE,nvarchar,15
dbo,ACCOUNT_BUDGET_SUM,CURRENCY_ID,nvarchar,15
dbo,ACCOUNT_BUDGET_SUM,O_BUDGET_DR_AMOUNT,decimal,NULL
dbo,ACCOUNT_BUDGET_SUM,O_BUDGET_CR_AMOUNT,decimal,NULL
dbo,ACCOUNT_BUDGET_SUM,N_BUDGET_DR_AMOUNT,decimal,NULL
dbo,ACCOUNT_BUDGET_SUM,N_BUDGET_CR_AMOUNT,decimal,NULL
dbo,ACCOUNT_BUDGET_SUM,FLAG,int,NULL
dbo,ACCOUNT_CHG_LOG,ROWID,int,NULL
dbo,ACCOUNT_CHG_LOG,TRANSACTION_ID,smallint,NULL
dbo,ACCOUNT_CHG_LOG,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_CHG_LOG,CREATE_DATE,datetime,NULL
dbo,ACCOUNT_CHG_LOG,FROM_TYPE,nchar,1
dbo,ACCOUNT_CHG_LOG,TO_TYPE,nchar,1
dbo,ACCOUNT_CHG_LOG,USER_ID,nvarchar,20
dbo,ACCOUNT_GROUP,ROWID,int,NULL
dbo,ACCOUNT_GROUP,GROUP_ID,nvarchar,15
dbo,ACCOUNT_GROUP,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_GROUP,ADD_ASSET_EXPENSE,int,NULL
dbo,ACCOUNT_PERIOD,ROWID,int,NULL
dbo,ACCOUNT_PERIOD,ACCT_YEAR,decimal,NULL
dbo,ACCOUNT_PERIOD,ACCT_PERIOD,decimal,NULL
dbo,ACCOUNT_PERIOD,STATUS,nchar,1
dbo,ACCOUNT_PERIOD,BEGIN_DATE,datetime,NULL
dbo,ACCOUNT_PERIOD,END_DATE,datetime,NULL
dbo,ACCOUNT_PERIOD,STATUS_EFF_DATE,datetime,NULL
dbo,ACCOUNT_PERIOD,SITE_ID,nvarchar,15
dbo,ACCOUNT_PERIOD,CALENDAR_ID,nvarchar,15
dbo,ACCOUNT_PROFILE,ROWID,int,NULL
dbo,ACCOUNT_PROFILE,account_type,nvarchar,1
dbo,ACCOUNT_PROFILE,profile_id,nvarchar,15
dbo,ACCOUNT_PROFILE,start_account,nvarchar,30
dbo,ACCOUNT_PROFILE,end_account,nvarchar,30
dbo,ACCOUNT_PROFILE,profile_type,nvarchar,1
dbo,ACCOUNT_PROFILE,account_id,nvarchar,30
dbo,ACCOUNT_PROFILE,profile_amount,decimal,NULL
dbo,ACCOUNT_SITE,ROWID,int,NULL
dbo,ACCOUNT_SITE,ACCOUNT_ID,nvarchar,30
dbo,ACCOUNT_SITE,SITE_ID,nvarchar,15
dbo,ACCOUNT_SITE,IS_VIEWABLE,nchar,1
dbo,ACCOUNTING_ENTITY,ROWID,int,NULL
dbo,ACCOUNTING_ENTITY,ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,ENTITY_NAME,nvarchar,50
dbo,ACCOUNTING_ENTITY,ENTITY_ADDR_1,nvarchar,50
dbo,ACCOUNTING_ENTITY,ENTITY_ADDR_2,nvarchar,50
dbo,ACCOUNTING_ENTITY,ENTITY_ADDR_3,nvarchar,50
dbo,ACCOUNTING_ENTITY,ENTITY_CITY,nvarchar,30
dbo,ACCOUNTING_ENTITY,ENTITY_STATE,nvarchar,10
dbo,ACCOUNTING_ENTITY,ENTITY_ZIPCODE,nvarchar,10
dbo,ACCOUNTING_ENTITY,ENTITY_COUNTRY,nvarchar,50
dbo,ACCOUNTING_ENTITY,STATUS,nchar,1
dbo,ACCOUNTING_ENTITY,TAX_ID_NUMBER,nvarchar,25
dbo,ACCOUNTING_ENTITY,DEF_LANGUAGE_ID,nvarchar,3
dbo,ACCOUNTING_ENTITY,FUNCTIONAL_CURRENCY_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,XCHG_RATE_DATE,nchar,1
dbo,ACCOUNTING_ENTITY,XCHG_RATE_DEF_RCPT,nchar,1
dbo,ACCOUNTING_ENTITY,COSTING_INTERLEVEL,nchar,1
dbo,ACCOUNTING_ENTITY,COSTING_METHOD,nchar,1
dbo,ACCOUNTING_ENTITY,COSTING_SOURCE,nchar,1
dbo,ACCOUNTING_ENTITY,COSTING_STD_LABOR,nchar,1
dbo,ACCOUNTING_ENTITY,COSTING_WIP_METHOD,nchar,1
dbo,ACCOUNTING_ENTITY,COST_BY_TRACE_ID,nchar,1
dbo,ACCOUNTING_ENTITY,BURDEN_SOURCE,nchar,1
dbo,ACCOUNTING_ENTITY,FIFO_BY_LOCATION,nchar,1
dbo,ACCOUNTING_ENTITY,EARNED_REV_METHOD,nchar,1
dbo,ACCOUNTING_ENTITY,VAT_ENABLED,nchar,1
dbo,ACCOUNTING_ENTITY,VAT_DISCOUNTED,nchar,1
dbo,ACCOUNTING_ENTITY,VAT_REGISTRATION,nvarchar,25
dbo,ACCOUNTING_ENTITY,VAT_PAYB_EXPORT_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,VAT_RECV_EXPORT_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,VAT_CATEGORY_REQD,nvarchar,1
dbo,ACCOUNTING_ENTITY,VAT_ON_FREIGHT,nvarchar,1
dbo,ACCOUNTING_ENTITY,NEXT_VAT_SEQ,int,NULL
dbo,ACCOUNTING_ENTITY,VAT_FILE_PREFIX,nvarchar,5
dbo,ACCOUNTING_ENTITY,VAT_FILE_ZEROS,nchar,1
dbo,ACCOUNTING_ENTITY,VAT_FILE_PLACES,smallint,NULL
dbo,ACCOUNTING_ENTITY,VAT_BOOK_NUM_GEN,nchar,1
dbo,ACCOUNTING_ENTITY,INTRASTAT_ENABLED,nchar,1
dbo,ACCOUNTING_ENTITY,VERIFY_INTRASTAT,nvarchar,1
dbo,ACCOUNTING_ENTITY,COUNTRY_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,BRANCH_ID,nvarchar,3
dbo,ACCOUNTING_ENTITY,NEXT_INTRASTAT_SEQ,int,NULL
dbo,ACCOUNTING_ENTITY,INTRA_FILE_PREFIX,nvarchar,5
dbo,ACCOUNTING_ENTITY,INTRA_FILE_ZEROS,nchar,1
dbo,ACCOUNTING_ENTITY,INTRA_FILE_PLACES,int,NULL
dbo,ACCOUNTING_ENTITY,INTRASTAT_FREQ,nchar,1
dbo,ACCOUNTING_ENTITY,INTRA_ARRV_EXPT_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,INTRA_DISP_EXPT_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,NEXT_ESL_SEQ,int,NULL
dbo,ACCOUNTING_ENTITY,ESL_FILE_PREFIX,nvarchar,5
dbo,ACCOUNTING_ENTITY,ESL_FILE_ZEROS,nchar,1
dbo,ACCOUNTING_ENTITY,ESL_FILE_PLACES,smallint,NULL
dbo,ACCOUNTING_ENTITY,ESL_FREQ,nchar,1
dbo,ACCOUNTING_ENTITY,ESL_EXPORT_ID,nvarchar,15
dbo,ACCOUNTING_ENTITY,A_SHOW_COUNTRY,nchar,1
dbo,ACCOUNTING_ENTITY,A_SHOW_EXCISE_PR,nchar,1
dbo,ACCOUNTING_ENTITY,A_SHOW_PORT_ARRVL,nchar,1
dbo,ACCOUNTING_ENTITY,A_SHOW_PORT_TRANS,nchar,1
dbo,ACCOUNTING_ENTITY,A_SHOW_REGION,nchar,1
dbo,ACCOUNTING_ENTITY,A_SHOW_SIRET_NO,nchar,1
dbo,ACCOUNTING_ENTITY,A_SHOW_TARIFF_CODE,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_COUNTRY,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_EXCISE_PR,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_PORT_ARRVL,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_PORT_TRANS,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_REGION,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_SIRET_NO,nchar,1
dbo,ACCOUNTING_ENTITY,D_SHOW_TARIFF_CODE,nchar,1
dbo,ACCOUNTING_ENTITY,NEXT_PAY_BATCH_SEQ,int,NULL
